3D打印	to 3D print
祛痰	to dispel phlegm
祛痰药	medicine to dispel phle…
祛瘀	to dispel blood stasis
祛邪	to exorcise
祛除	to dispel
祛风	to relieve
祛魅	to become disenchanted
祝允明	Zhu Yunming
祝好	wish you all the best!
祝寿	to offer birthday congr…
祝愿	to wish
祝枝山	Zhu Zhishan
祝祷	to pray
祝福	blessings
祝融	Zhurong
祝贺	to congratulate
祝贺词	congratulatory speech
祝酒	to drink a toast
祝酒词	short speech given in p…
祝酒辞	short speech given in p…
祝颂	to express good wishes
神不守舍	absentminded
神不知鬼不觉	top secret
神乎其技	brilliant
神交	soul brothers
神人	God
神仙	Daoist immortal
神伤	depressed
神似	similar in expression a…
神位	spirit tablet
神佛	Gods and Buddhas
神作	masterpiece
神偷	master thief
神像	likeness of a god or Bu…
神兽	mythological animal
神农	Shennong or Farmer God
神农本草经	Shennong's Compendium o…
神农架	Shennongjialin
神农架地区	Shennongjialin
神农架林区	Shennongjialin
神农氏	Shennong or Farmer God
神出鬼没	lit. to appear and disa…
神力	occult force
神功	amazing powers
神劳形瘁	to be completely draine…
神勇	extraordinarily brave
神化	to make divine
神器	magical object
神圣	divine
神圣不可侵犯	sacred
神圣周	Holy week
神圣罗马帝国	the Holy Roman Empire
神奇	magical
神奇宝贝	Pokémon or Pocket Monst…
神奈川	Kanagawa
神女	The Goddess
神女峰	name of a peak by the T…
神妙	marvelous
神学	theological
神学士	student of theology
神学家	theologian
神学研究所	seminary
神学院	seminary
神宫	shrine of especially hi…
神山	sacred mountain
神州	old name for China
神工鬼斧	supernaturally fine cra…
神差鬼使	the work of gods and de…
神庙	temple
神异	magical
神往	to be fascinated
神志	consciousness
神志不清	to be delirious
神志昏迷	to be in a state of del…
神态	appearance
神思	state of mind
神思恍惚	abstracted
神性	divinity
神怪	spirits and devils
神情	look
神憎鬼厌	despicable
神户	Kobe
神探	master sleuth
神明	deities
神智	mind
神曲	The Divine Comedy by Da…
神木	see 神木市
神木市	Shenmu
神机妙算	divine strategy and won…
神权	divine right
神权政治	theocracy
神权统治	theocracy
神枪手	sharpshooter
神格	Godhead
神殿	shrine
神气	expression
神气活现	arrogant appearance
神汉	sorcerer
神池	see 神池縣|神池县
神池县	Shenchi
神治国	theocracy
神清气爽	full of vitality
神游	to go on a mental journ…
神灵	god
神父	father
神社	shrine or altar for sac…
神祇	god
神神道道	odd
神秘	mysterious
神秘主义	mysticism
神秘莫测	mystery
神秘面纱	veil of mystery
神童	child prodigy
神笔	lit. divine pen
神级	god-tier
神经	nerve
神经中枢	nerve center
神经元	neuron
神经元网	neural network
神经原纤维	neurofibril
神经外科	neurosurgery
神经大条	thick-skinned
神经失常	mental aberration
神经学	neurology
神经学家	neurologist
神经官能症	neurosis
神经性	neural
神经性毒剂	nerve agent
神经毒素	neurotoxin
神经氨酸酶	neuraminidase
神经生物学	neurobiology
神经病	mental disorder
神经症	neurosis
神经痛	neuralgia
神经科	neurology department
神经突	nerve process
神经管	neural tube
神经系统	nervous system
神经索	nerve cord
神经纤维	nerve fiber
神经纤维瘤	neurofibroma
神经细胞	nerve cell
神经网	neural net
神经网络	neural network
神经网路	neural network
神经胶质	glial cell
神经胶质细胞	glial cell
神经节	ganglion
神经衰弱	nervous exhaustion
神经质	nervous
神经过敏	jumpy
神职	clergy
神职人员	clergy
神舟	Shenzhou
神舟号飞船	Shenzhou
神色	expression
神话	legend
神话故事	mythical story
神谕	oracle
神谱	list of Gods and Immort…
神迹	miracle
神通	remarkable ability
神通广大	to possess great magica…
神速	lightning speed
神道	Shinto
神道教	Shinto
神采	expression
神采奕奕	in glowing spirits
神采飞扬	in high spirits
神隐	to be concealed by supe…
神雕侠侣	"The Return of the Cond…
神韵	charm or grace
神风特攻队	Kamikaze Unit
神马	mythical horse
神魂	mind
神魂颠倒	lit. spirit and soul up…
神魔小说	supernatural novel
神鸟	supernatural bird
神龙汽车	Dongfeng Peugeot-Citroën
神龛	shrine
祠堂	ancestral hall
祠墓	memorial hall and tomb
祠庙	ancestral hall
祥云	see 祥雲縣|祥云县
祥云县	Xiangyun
祥光	auspicious light
祥和	auspicious and peaceful
祥瑞	auspicious sign
祥符区	Xiangfu
票价	ticket price
票决	to decide by vote
票券	voucher
票友	an amateur actor
票友儿	an amateur actor
票子	cash
票庄	money shop
票房	box office
票据	negotiable instrument
票据法	negotiable instruments …
票数	number of votes
票根	ticket stub
票汇	draft remittance
票源	voter base
票箱	ballot box
票证	a ticket
票贩子	ticket scalper
票选	to vote by ballot
票面值	par value
祭典	sacrificial ceremony
祭出	to brandish
祭司	priest
祭吊	to mourn and offer pray…
祭品	offering
祭器	ritual dishes
祭坛	altar
祭奠	to offer sacrifices
祭孔	to offer sacrifices to …
祭拜	to offer sacrifice
祭文	funeral oration
祭灶	to offer sacrifices to …
祭物	sacrifices
祭礼	sacrificial offerings
祭祀	to offer sacrifices to …
祭祖	to offer sacrifices to …
祭酒	to offer a libation
祷告	to pray
祷念	to pray
祷文	litany
祷祝	to pray
祷词	litany
祸不单行	misfortune does not com…
祸不旋踵	trouble is never far aw…
祸乱	calamity and chaos
祸事	disaster
祸从口出	Trouble issues from the…
祸及	to bring disaster upon
祸国殃民	to damage the country a…
祸害	disaster
祸患	disaster
祸根	root of the trouble
祸水	source of calamity
祸福	disaster and happiness
祸福与共	to stick together throu…
祸福吉凶	fate
祸福无常	disaster and happiness …
祸首	chief offender
祸首罪魁	see 罪魁禍首|罪魁祸首
禀告	to report
禀性	natural disposition
禀报	to report
禀赋	natural endowment
禁不住	can't help it
禁不起	to be unable to stand
禁书	banned book
禁令	prohibition
禁伐	a ban on logging
禁军	imperial guard
禁制	to control
禁制令	prohibition
禁区	restricted area
禁卫	defense of the imperial…
禁卫军	imperial guard
禁受	to stand
禁品	contraband goods
禁售	to ban the sale of
禁地	forbidden area
禁忌	taboo
禁忌语	taboo language
禁果	forbidden fruit
禁欲	to suppress desire
禁欲主义	asceticism
禁止	to prohibit
禁止令行	see 令行禁止
禁止吸烟	No smoking!
禁止外出	to forbid sb to go out
禁止驶入	Do not enter!
禁毒	drug prohibition
禁渔	ban on fishing
禁演	to ban
禁烟	to ban smoking
禁用	to withstand heavy use
禁绝	to totally prohibit
禁脔	exclusive property
禁药	banned drug
禁赛	to ban  from competitio…
禁足	to forbid sb to go out
禁运	embargo
禁酒	prohibition
禁酒令	prohibition
禁锢	to confine
禁飞区	no-fly zone
禁食	to fast
禄丰	see 祿豐市|禄丰市
禄位	official rank and salary
禄劝县	see 祿勸彝族苗族自治縣|禄劝彝族苗族自治县
禄劝彝族苗族自治县	Luquan Yi and Miao Auto…
禄蠹	sinecurist
禅位	to abdicate
禅修	to practice Zen
禅城	see 禪城區|禅城区
禅城区	Chancheng
禅堂	meditation room
禅宗	Zen Buddhism
禅师	honorific title for a B…
禅房	a room in a Buddhist mo…
禅机	Buddhist allegorical wo…
禅杖	the staff of a Buddhist…
禅林	a Buddhist temple
禅让	to abdicate
禅门五宗	the five schools of Cha…
禅院	Buddhist hall
福佬	Hoklo
福克兰群岛	Falkland Islands
福克斯	Fox
福克纳	William Faulkner
福兴乡	Fuxing or Fuhsing Towns…
福冈	Fukuoka
福分	one's happy lot
福利	material benefit
福利事业	welfare services
福利品	reconditioned or showro…
福利院	welfare agency
福地	happy land
福如东海	may your happiness be a…
福委会	welfare committee
福娃	Fuwa
福安市	Fu'an
福寿	happiness and longevity
福寿绵长	good luck and long life
福寿螺	giant Amazon snail  tha…
福尔	Félix Faure
福尔摩斯	Sherlock Holmes
福尔摩沙	Formosa
福尔马林	formalin
福山	see 福山區|福山区
福山区	Fushan
福岛	Fukushima
福州	see 福州市
福州市	Fuzhou
福布斯	Forbes
福建	see 福建省
福建省	Fujian Province
福彩	lottery run by China We…
福报	karmic reward
福摩萨	Formosa
福斯	Volkswagen
福斯塔夫	Falstaff
福斯特	Foster or Forster
福无双至	blessings never come in…
福星	mascot
福星高照	lucky star in the ascen…
福晋	in Qing dynasty
福林	forint
福柯	Michel Foucault
福楼拜	Gustave Flaubert
福气	good fortune
福泉	see 福泉市
福泉市	Fuquan
福泽	good fortune
福泽谕吉	Fukuzawa Yukichi
福海	see 福海縣|福海县
福海县	Fuhai
福清	see 福清市
福清市	Fuqing
福特	Ford
福特汽车	Ford Motor Company
福瑞	furry
福田	see 福田區|福田区
福田区	Futian
福田康夫	FUKUDA Yasuo
福相	facial expression of go…
福祉	well-being
福禄贝尔	Friedrich Wilhelm Augus…
福维克	Vorwerk
福绵区	Fumian
福袋	fukubukuro or "lucky ba…
福贡县	Fugong
福音	good news
福音书	gospel
福马林	formalin
福鼎市	Fuding
禧玛诺	Shimano
禳解	to pray to the gods for…
禹会区	Yuhui
禹城	see 禹城市
禹城市	Yucheng
禹州	see 禹州市
禹州市	Yuzhou
禹王台	see 禹王台區|禹王台区
禹王台区	Yuwangtai
离不开	inseparable
离世	to live in seclusion
离乡背井	to leave one's homeplace
离乱	social upheaval caused …
离任	to leave office
离休	to retire
离别	to leave
离去	to leave
离合	clutch
离合器	clutch
离合板	clutch pedal
离场	to leave the venue
离型纸	release paper
离境	to leave a country
离奇	odd
离婚	to divorce
离子	ion
离子交换	ion exchange
离子键	ionic bond
离宫	detached palace
离家出走	to leave home
离岛	outlying islands
离岛区	Islands District of the…
离岸	offshore
离岸价	free on board
离开	to depart
离开人世	to die
离异	to divorce
离弃	to abandon
离心	to be at odds with
离心分离机	centrifuge
离心力	centrifugal force
离心机	centrifuge
离情别绪	sad feeling at separati…
离愁	parting sorrow
离散	separated from one anot…
离散性	discreteness
离散数学	discrete mathematics
离歌	farewell song
离港	to leave harbor
离港大厅	departure lounge
离石区	Lishi
离索	desolate and lonely
离线	offline
离经叛道	to rebel against orthod…
离职	to leave one's job temp…
离苦得乐	to abandon suffering an…
离谱	inappropriate
离谱儿	erhua form of 離譜|离谱
离间	to drive a wedge between
离队	to leave one's post
离题	to digress
离骚	On Encountering Sorrow
禽兽	birds and animals
禽兽不如	worse than a beast
禽流感	bird flu
禽畜	poultry and livestock
禽类	bird species
禽蛋	bird eggs
禽鸟	birds
禾场	threshing floor
禾木科	gramineae
禾本科	Graminae or Poaceae
禾秆	straw
禾稻	paddy
禾苗	seedling
禾草	grass
禾谷	cereal
秀丽	pretty
秀发	beautiful hair
秀场	live show venue
秀外慧中	good-looking and intell…
秀山	Xiushan Tujia and Miao …
秀山县	Xiushan Tujia and Miao …
秀山土家族苗族自治县	Xiushan Tujia and Miao …
秀屿区	Xiuyu
秀峰	see 秀峰區|秀峰区
秀峰区	Xiufeng
秀恩爱	to make a public displa…
秀才	a person who has passed…
秀林	Xiulin or Hsiulin towns…
秀林乡	Xiulin or Hsiulin towns…
秀气	delicate
秀水	Xiushui or Hsiushui Tow…
秀水乡	Xiushui or Hsiushui Tow…
秀洲	see 秀洲區|秀洲区
秀洲区	Xiuzhou
秀珍菇	oyster mushroom
秀美	elegant
秀色可餐	a feast for the eyes
秀英	see 秀英區|秀英区
秀英区	Xiuying
秀逗	to short-circuit
秀雅	exquisite
私下	in private
私了	to settle privately
私事	personal matters
私交	personal friendship
私产	private property
私人	private
私人服务器	server emulator
私人钥匙	private key
私仇	personal grudge
私企	private enterprise
私会	to meet in secret
私信	private correspondence
私利	personal gain
私募	private placement
私募基金	private equity fund
私吞	to misappropriate
私囊	one's own pocket
私塾	private school
私处	private parts
私奔	to elope
私宅	private residence
私定终身	to make a pledge to be …
私家	private
私家车	private car
私密	private
私底下	privately
私弊	fraudulent practice
私心	selfishness
私情	personal considerations
私愤	personal spite
私房	privately-owned house
私房钱	secret purse
私有	private
私有制	private ownership of pr…
私有化	privatization
私服	server emulator
私欲	selfish desire
私法	private law
私生女	illegitimate daughter
私生子	illegitimate son
私生子女	illegitimate child
私生活	private life
私盐	illegally-traded salt
私立	privately-run
私立学校	private school
私聊	to chat privately
私自	private
私营	privately-owned
私营企业	private business
私藏	to keep hidden
私语	to discuss in whispered…
私运	to smuggle
私通	to have secret ties with
私邸	private residence of a …
私钥	private key
私闯	to enter  without permi…
秃发	a branch of the Xianbei…
秃头	to bare one's head
秃子	bald-headed person
秃宝盖	name of "cover" radical…
秃瓢	bald head
秃疮	favus of the scalp
秃顶	bald head
秃驴	Buddhist monk
秃鹫	vulture
秃鹰	vulture
秉公	justly
秉公办理	conducting business imp…
秉性	innate character
秉承	to take orders
秉持	to uphold
秉笔	to hold the pen
秉笔直书	to record faithfully
秋令	autumn
秋凉	the cool of autumn
秋刀鱼	Pacific saury
秋分	Qiufen or Autumn Equinox
秋分点	the autumn equinox
秋千	swing
秋叶	autumn leaf
秋叶原	Akihabara
秋后算账	lit. to settle accounts…
秋天	autumn
秋季	autumn
秋审	autumn trial
秋征	autumn levy
秋播	sowing in autumn
秋收	fall harvest
秋收起义	Autumn Harvest Uprising
秋日	autumn
秋景	autumn scenery
秋毫	fine hair grown by anim…
秋毫无犯	highly disciplined
秋水	limpid autumn waters
秋水仙	autumn crocus
秋水仙碱	colchicine
秋水仙素	colchicine
秋汛	autumn flood
秋波	autumn ripples
秋海棠	begonia
秋游	autumn outing
秋灌	autumn irrigation
秋熟	ripening in autumn
秋燥	autumn dryness disease
秋狝	to hunt in autumn
秋瑾	Qiu Jin
秋田	Akita
秋田犬	Akita
秋粮	autumn grain crops
秋老虎	hot spell during autumn
秋耕	autumn plowing
秋色	colors of autumn
秋荼密网	flowering autumn grass
秋菊傲霜	the autumn chrysanthemu…
秋菜	autumn vegetables
秋葵	okra
秋葵荚	okra
秋衣	long underwear
秋装	autumn clothing
秋裤	long underwear pants
秋试	autumn exam
秋闱	autumn exam
秋雨	autumn rain
秋霜	autumn frost
秋风扫落叶	lit. as the autumn gale…
秋风过耳	lit. as the autumn bree…
秋风送爽	the cool autumn breeze
秋风飒飒	the autumn wind is soug…
秋高气爽	clear and refreshing au…
种仁	seed kernel
种公畜	stud
种地	to farm
种姓	caste
种姓制	caste system
种姓制度	caste system
种子	seed
种子岛	Tanegashima
种子植物	seed plant
种子选手	seeded player
种差	determinant
种族	race
种族中心主义	ethnocentrism
种族主义	racism
种族主义者	racist
种族歧视	racial discrimination
种族清洗	"ethnic cleansing"
种族清除	ethnic cleansing
